Tracking Number,Transaction Date,Service Code,Published Charge,Incentive Charge,Net Charge,Ref No 1,Billed Weight,Package Quantity,Zone,Receiver City,Receiver State,Receiver Postal,Detail Keyed Dim,Total Cost,Adjustment
1ZR4R346YW99744342,2021-12-29,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135250,9.0,1,7.0,Leesburg,VA,20175,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW93484554,2021-12-29,UPS SurePost - 1 LB or Greater,21.4,-3.37,18.03,3135262,5.0,1,5.0,New Haven,MO,63068,14.0x 14.0x  6.0,18.03,0.0
1ZR4R346YW91299231,2021-12-29,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135242,5.0,1,7.0,Baltimore,MD,21224,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW99777905,2021-12-29,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,732679,6.0,1,6.0,Brookhaven,GA,30319,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW93297560,2021-12-29,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135274,6.0,1,5.0,Austin,TX,78728,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW90641424,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135012,6.0,1,7.0,Orlando,FL,32820,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW90391570,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3135150,3.0,1,7.0,Naples,FL,34113,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW90629199,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134973,6.0,1,6.0,Mableton,GA,30126,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW90761769,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3134934,3.0,1,7.0,WEST WARWICK,RI,02893,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW90747847,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3135132,5.0,1,5.0,Sparta,WI,54656,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW90698187,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135185,5.0,1,5.0,St Cloud,MN,56304,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW95838990,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135042,9.0,1,5.0,Portland,OR,97251,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW90380297,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3134942,6.0,1,7.0,Thonotosassa,FL,33592,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW94698983,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-2.87,15.22,3135148,2.0,1,5.0,Paso Robles,CA,93446,10.0x  8.0x  6.0,15.22,0.0
1ZR4R346YW92834856,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134996,6.0,1,5.0,Costa Mesa,CA,92626,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW92992766,2021-12-28,UPS SurePost - 1 LB or Greater,20.7,-3.39,17.31,3135023,6.0,1,5.0,Bonsall,CA,92003,15.0x 15.0x  6.0,17.31,0.0
1ZR4R346YW93098212,2021-12-28,UPS SurePost - 1 LB or Greater,21.3,-3.51,17.79,3135043,5.0,1,6.0,Ionia,MI,48846,14.0x 14.0x  6.0,17.79,0.0
1ZR4R346YW93224370,2021-12-28,UPS SurePost - 1 LB or Greater,19.49,-3.14,16.35,3135019,6.0,1,4.0,Buckeye,AZ,85396,15.0x 15.0x  6.0,16.35,0.0
1ZR4R346YW93289775,2021-12-28,UPS SurePost - 1 LB or Greater,15.71,-3.14,12.57,3135061,5.0,1,4.0,Sun City,AZ,85351,14.0x 14.0x  6.0,12.57,0.0
1ZR4R346YW93302008,2021-12-28,UPS SurePost - 1 LB or Greater,19.48,-3.14,16.34,3135030,5.0,1,4.0,Skiatook,OK,74070,14.0x 14.0x  6.0,16.34,0.0
1ZR4R346YW93358968,2021-12-28,UPS SurePost - 1 LB or Greater,15.72,-3.14,12.58,3135159,6.0,1,4.0,Draper,UT,84020,15.0x 15.0x  6.0,12.58,0.0
1ZR4R346YW93515903,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135180,6.0,1,5.0,Garland,TX,75044,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW93773698,2021-12-28,UPS SurePost - 1 LB or Greater,15.71,-3.14,12.57,3134997,5.0,1,4.0,Billings,MT,59102,14.0x 14.0x  6.0,12.57,0.0
1ZR4R346YW93773938,2021-12-28,UPS SurePost - 1 LB or Greater,14.4,-2.89,11.51,3135195,9.0,1,2.0,Castle Rock,CO,80108,15.0x 15.0x 10.0,11.51,0.0
1ZR4R346YW93837780,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3134938,5.0,1,5.0,Atwater,CA,95301,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW93873482,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134943,6.0,1,5.0,Glendale,CA,91206,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94084547,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3135161,3.0,1,5.0,Mesquite,TX,75149,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW94217724,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3134991,5.0,1,5.0,Oakland,CA,94611,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW94272683,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3135049,3.0,1,5.0,Sherman,IL,62684,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW94419104,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3134993,5.0,1,5.0,Chula Vista,CA,91910,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW94487504,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134932,6.0,1,5.0,Bellflower,CA,90706,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94563289,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,732673,6.0,1,5.0,Tinley Park,IL,60487,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94596208,2021-12-28,UPS SurePost - 1 LB or Greater,15.71,-3.14,12.57,3135054,5.0,1,4.0,Omaha,NE,68116,14.0x 14.0x  6.0,12.57,0.0
1ZR4R346YW92805815,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3134999,3.0,1,5.0,Fort Worth,TX,76137,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW92632010,2021-12-28,UPS SurePost - 1 LB or Greater,20.26,-3.14,17.12,3135029,5.0,1,4.0,Friona,TX,79035,14.0x 14.0x  6.0,17.12,0.0
1ZR4R346YW92490049,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135149,5.0,1,5.0,Addison,TX,75001,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW91072734,2021-12-28,UPS SurePost - 1 LB or Greater,19.3,-2.94,16.36,3135101,3.0,1,4.0,Olsburg,KS,66520,14.0x  8.0x  6.0,16.36,0.0
1ZR4R346YW90244907,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3135120,3.0,1,5.0,Champaign,IL,61820,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW90282572,2021-12-28,UPS SurePost - 1 LB or Greater,20.27,-3.14,17.13,3135155,6.0,1,4.0,Vernal,UT,84078,15.0x 15.0x  6.0,17.13,0.0
1ZR4R346YW90372322,2021-12-28,UPS SurePost - 1 LB or Greater,19.49,-3.14,16.35,3135036,6.0,1,4.0,AUGUSTA,KS,67010,15.0x 15.0x  6.0,16.35,0.0
1ZR4R346YW90501067,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135013,5.0,1,5.0,Fort Worth,TX,76123,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW90599356,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3135096,5.0,1,5.0,Arroyo Grande,CA,93420,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW90896150,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135202,6.0,1,5.0,Lancaster,CA,93536,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW90904604,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134968,6.0,1,5.0,Highland Park,IL,60035,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW90959627,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135137,6.0,1,5.0,Palmdale,CA,93551,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW91247519,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134927,6.0,1,5.0,Downey,CA,90241,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW92393592,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135153,6.0,1,5.0,Houston,TX,77062,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW91267757,2021-12-28,UPS SurePost - 1 LB or Greater,13.09,-2.62,10.47,3135025,6.0,1,2.0,Lakewood,CO,80235,15.0x 15.0x  6.0,10.469999999999999,-0.0
1ZR4R346YW91338091,2021-12-28,UPS SurePost - 1 LB or Greater,20.27,-3.14,17.13,732675,6.0,1,4.0,Golden Valley,AZ,86413,15.0x 15.0x  6.0,17.13,0.0
1ZR4R346YW91788784,2021-12-28,UPS SurePost - 1 LB or Greater,13.09,-2.62,10.47,3135154,6.0,1,2.0,Denver,CO,80212,15.0x 15.0x  6.0,10.469999999999999,-0.0
1ZR4R346YW91888916,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3135108,3.0,1,5.0,Martinez,CA,94553,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW91895926,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135112,5.0,1,5.0,Carlsbad,CA,92009,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW92125023,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3135166,5.0,1,5.0,Placerville,CA,95667,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW92173007,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135144,6.0,1,5.0,North Highlands,CA,95660,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW92393467,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135141,5.0,1,5.0,MOUNTAIN VIEW,CA,94043,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW94614125,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134923,6.0,1,5.0,Magnolia,TX,77355,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94821311,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135114,5.0,1,5.0,Newport Beach,CA,92660,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW90363225,2021-12-28,UPS SurePost - 1 LB or Greater,15.72,-3.14,12.58,3134965,6.0,1,4.0,Tucson,AZ,85743,15.0x 15.0x  6.0,12.58,0.0
1ZR4R346YW94863857,2021-12-28,UPS SurePost - 1 LB or Greater,16.08,-2.45,13.63,3135071,3.0,1,2.0,Milliken,CO,80543,14.0x  8.0x  6.0,13.63,0.0
1ZR4R346YW97358522,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135176,9.0,1,5.0,lake Elsinore,CA,92530,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW97766322,2021-12-28,UPS SurePost - 1 LB or Greater,21.43,-3.37,18.06,3135027,9.0,1,4.0,Hale,MO,64643,15.0x 15.0x 10.0,18.06,0.0
1ZR4R346YW98265282,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135121,6.0,1,5.0,Henderson,NV,89052,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW98302428,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135133,9.0,1,5.0,Arlington,TX,76013,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW98348451,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3134922,9.0,1,5.0,Kingwood,TX,77339,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW98600552,2021-12-28,UPS SurePost - 1 LB or Greater,14.4,-2.89,11.51,3135001,9.0,1,2.0,Denver,CO,80211,15.0x 15.0x 10.0,11.51,0.0
1ZR4R346YW98663744,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135107,6.0,1,5.0,Chicago,IL,60625,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW98676856,2021-12-28,UPS SurePost - 1 LB or Greater,15.72,-3.14,12.58,3135197,6.0,1,4.0,SIOUX FALLS,SD,57105,15.0x 15.0x  6.0,12.58,0.0
1ZR4R346YW98943441,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3134962,5.0,1,5.0,Porterville,CA,93257,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW98993209,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135053,6.0,1,5.0,Spring,TX,77386,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW99343347,2021-12-28,UPS SurePost - 1 LB or Greater,12.98,-2.59,10.39,3134921,5.0,1,2.0,Colorado springs,CO,80921,14.0x 14.0x  6.0,10.389999999999999,-0.0
1ZR4R346YW99944831,2021-12-28,UPS SurePost - 1 LB or Greater,15.72,-3.14,12.58,3135193,6.0,1,4.0,Saint Joseph,MO,64506,15.0x 15.0x  6.0,12.58,0.0
1ZR4R346YW90072245,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134961,6.0,1,6.0,Dallas,GA,30157,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW90098432,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134964,6.0,1,6.0,29204,SC,29204,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW90180397,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3135035,3.0,1,7.0,Charleston,SC,29414,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW90227971,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135089,5.0,1,6.0,Savannah,GA,31410,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW90262496,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135181,6.0,1,7.0,Grenloch,NJ,08032,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW90262889,2021-12-28,UPS SurePost - 1 LB or Greater,21.3,-3.51,17.79,3135007,5.0,1,6.0,Harlem,GA,30814,14.0x 14.0x  6.0,17.79,0.0
1ZR4R346YW90288389,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134975,6.0,1,5.0,Marshfield,WI,54449,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW97264758,2021-12-28,UPS SurePost - 1 LB or Greater,16.88,-3.37,13.51,3135147,9.0,1,4.0,Abilene,TX,79605,15.0x 15.0x 10.0,13.51,0.0
1ZR4R346YW97121607,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135039,9.0,1,5.0,Benicia,CA,94510,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW97112779,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3134981,5.0,1,5.0,Victorville,CA,92395,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW95912159,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135074,6.0,1,5.0,Dallas,TX,75238,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94890952,2021-12-28,UPS SurePost - 1 LB or Greater,14.75,-2.94,11.81,3135151,3.0,1,4.0,Goodyear,AZ,85338,14.0x  8.0x  6.0,11.81,0.0
1ZR4R346YW95543843,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3134931,9.0,1,5.0,Diamond Bar,CA,91765,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW95568639,2021-12-28,UPS SurePost - 1 LB or Greater,14.4,-2.89,11.51,3135128,9.0,1,2.0,Colorado Springs,CO,80902,15.0x 15.0x 10.0,11.51,0.0
1ZR4R346YW95646661,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135199,6.0,1,5.0,Huntington Beach,CA,92647,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW95693271,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3134918,9.0,1,5.0,Richmond,TX,77407,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW95817682,2021-12-28,UPS SurePost - 1 LB or Greater,16.88,-3.37,13.51,3135183,9.0,1,4.0,Omaha,NE,68144,15.0x 15.0x 10.0,13.51,0.0
1ZR4R346YW95821926,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135078,6.0,1,5.0,Dallas,TX,75231,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW95894367,2021-12-28,UPS SurePost - 1 LB or Greater,21.43,-3.37,18.06,3135066,9.0,1,4.0,Hale Center,TX,79041,15.0x 15.0x 10.0,18.06,0.0
1ZR4R346YW95953703,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135178,9.0,1,5.0,Calabasas,CA,91302,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW96872432,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3134935,9.0,1,5.0,Granada Hills,CA,91344,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW95978893,2021-12-28,UPS SurePost - 1 LB or Greater,14.4,-2.89,11.51,3134954,9.0,1,2.0,Denver,CO,80209,15.0x 15.0x 10.0,11.51,0.0
1ZR4R346YW96004254,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135131,6.0,1,5.0,Las Vegas,NV,89178,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW96019097,2021-12-28,UPS SurePost - 1 LB or Greater,20.66,-3.37,17.29,3135179,9.0,1,4.0,Lincoln,NE,68523,15.0x 15.0x 10.0,17.29,0.0
1ZR4R346YW96260530,2021-12-28,UPS SurePost - 1 LB or Greater,21.43,-3.37,18.06,3135010,9.0,1,4.0,Woodward,OK,73801,15.0x 15.0x 10.0,18.06,0.0
1ZR4R346YW96264045,2021-12-28,UPS SurePost - 1 LB or Greater,21.87,-3.63,18.24,3135110,9.0,1,5.0,Fallbrook,CA,92028,15.0x 15.0x 10.0,18.24,0.0
1ZR4R346YW96264241,2021-12-28,UPS SurePost - 1 LB or Greater,19.49,-3.14,16.35,3135194,6.0,1,4.0,Spirit Lake,IA,51360,15.0x 15.0x  6.0,16.35,0.0
1ZR4R346YW96743947,2021-12-28,UPS SurePost - 1 LB or Greater,21.87,-3.63,18.24,3135005,9.0,1,5.0,Las Vegas,NV,89166,15.0x 15.0x 10.0,18.24,0.0
1ZR4R346YW96863540,2021-12-28,UPS SurePost - 1 LB or Greater,15.72,-3.14,12.58,3135075,6.0,1,4.0,South Jordan,UT,84009,15.0x 15.0x  6.0,12.58,0.0
1ZR4R346YW99788877,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3134946,5.0,1,5.0,San Pedro,CA,90732,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW91130402,2021-12-28,UPS SurePost - 1 LB or Greater,22.2,-3.69,18.51,3135173,5.0,1,7.0,Douglassville,PA,19518,14.0x 14.0x  6.0,18.509999999999998,-0.0
1ZR4R346YW90926457,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3135142,5.0,1,6.0,Kinsman,OH,44428,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW94206174,2021-12-28,UPS SurePost - 1 LB or Greater,21.48,-3.39,18.09,3134978,6.0,1,5.0,Ripley,MS,38663,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW90135892,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3135116,5.0,1,5.0,Woodstock,IL,60098,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW93984693,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3135198,3.0,1,7.0,FT LAUDERDALE,FL,33309,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW93988635,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135004,6.0,1,7.0,Milford,DE,19963,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW97885828,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3134969,5.0,1,6.0,Lilburn,GA,30047,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW91035113,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134992,5.0,1,7.0,North Oxford,MA,01537,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW97765476,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3135088,9.0,1,5.0,Bartlett,TN,38134,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW94149058,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3131667,9.0,1,7.0,Stuart,FL,34994,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW94247808,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3135002,3.0,1,7.0,BURKE,VA,22015,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW97937174,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135100,6.0,1,7.0,fort lauderdale,FL,33334,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94251491,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3135122,3.0,1,7.0,Saint James,NY,11780,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW94318839,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135182,6.0,1,7.0,Closter,NJ,07624,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94332251,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135130,5.0,1,7.0,Brooklyn,NY,11226,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW97505783,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135177,9.0,1,7.0,Clay,NY,13041,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW97438794,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135094,6.0,1,7.0,Auburn,NY,13021,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW97278029,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135047,6.0,1,7.0,Miami,FL,33196,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94547985,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135059,5.0,1,6.0,Diberville,MS,39540,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW97887951,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3134984,5.0,1,6.0,Tazewell,TN,37879,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW93937636,2021-12-28,UPS SurePost - 1 LB or Greater,15.94,-3.19,12.75,3134994,3.0,1,6.0,Lexington,KY,40503,14.0x  8.0x  6.0,12.75,0.0
1ZR4R346YW98572655,2021-12-28,UPS SurePost - 1 LB or Greater,22.7,-3.79,18.91,3135102,9.0,1,6.0,Troutville,VA,24175,15.0x 15.0x 10.0,18.91,0.0
1ZR4R346YW93627266,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135129,5.0,1,7.0,Lake Mary,FL,32746,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW93533376,2021-12-28,UPS SurePost - 1 LB or Greater,19.1,-3.06,16.04,3134985,3.0,1,5.0,Big Rapids,MI,49307,14.0x  8.0x  6.0,16.04,0.0
1ZR4R346YW98520031,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134963,5.0,1,7.0,Cumberland,ME,04110,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW98404336,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135111,6.0,1,7.0,Elizabeth City,NC,27909,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW93579523,2021-12-28,UPS SurePost - 1 LB or Greater,20.24,-3.29,16.95,3135103,3.0,1,7.0,Ansonia,CT,06401,14.0x  8.0x  6.0,16.95,0.0
1ZR4R346YW98326162,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135105,6.0,1,6.0,Lynn Haven,FL,32444,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW98318591,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135058,6.0,1,7.0,Lakeland,FL,33812,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW93623680,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135086,6.0,1,6.0,SEATTLE,WA,98122,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW98228134,2021-12-28,UPS SurePost - 1 LB or Greater,22.09,-3.51,18.58,3135077,6.0,1,6.0,New Zion,SC,29111,15.0x 15.0x  6.0,18.580000000000002,0.0
1ZR4R346YW93896752,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,732674,3.0,1,7.0,Hyde Park,MA,02136,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW98222069,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135126,6.0,1,7.0,Ellington,CT,06029,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW93701676,2021-12-28,UPS SurePost - 1 LB or Greater,15.94,-3.19,12.75,3135203,3.0,1,6.0,Mason,MI,48854,14.0x  8.0x  6.0,12.75,0.0
1ZR4R346YW93734168,2021-12-28,UPS SurePost - 1 LB or Greater,22.98,-3.69,19.29,3135072,5.0,1,7.0,Stillwater,PA,17878,14.0x 14.0x  6.0,19.29,0.0
1ZR4R346YW98104142,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135158,9.0,1,7.0,Raleigh,NC,27603,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW93845860,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3134990,6.0,1,7.0,Jacksonville,FL,32205,15.0x 15.0x  6.0,14.77,0.0
